last_score,study_duration,total_reviews,last_gap_days,days_until_next_revision
52.01,71.05,3,0.36,7.61
72.06,45.98,4,4.28,12.93
79.53,29.23,4,0.48,10.02
77.63,11.35,7,5.71,20.96
47.34,23.42,4,5.67,12.99
61.65,5.0,1,4.76,7.07
74.04,34.08,5,10.46,17.55
83.04,38.74,5,2.38,9.95
42.06,100.6,3,11.63,15.94
72.57,9.05,5,0.19,12.14
77.15,5.0,5,0.6,11.63
87.74,23.66,5,2.66,14.46
85.39,36.81,4,4.51,14.17
83.74,46.88,2,0.16,7.43
63.0,6.46,1,4.19,7.42
46.38,9.1,1,1.84,6.46
69.1,21.56,5,10.91,17.45
90.02,12.04,2,3.81,9.23
95.9,59.09,1,4.43,9.94
85.66,19.26,3,14.56,18.46
81.44,48.22,3,7.22,14.16
80.69,26.07,4,2.88,10.17
66.66,44.5,6,3.24,15.57
73.05,12.13,8,5.22,19.15
100.0,53.41,3,1.12,12.69
60.86,9.63,5,0.46,10.98
99.22,23.7,4,1.86,11.73
70.17,7.22,6,7.53,14.34
94.88,19.36,7,1.49,15.27
53.9,11.49,9,0.7,18.55
83.79,9.31,2,1.24,8.26
63.95,102.32,4,5.68,13.59
53.77,5.23,5,4.76,14.6
78.28,46.44,1,5.83,10.74
90.14,120.0,4,1.94,12.37
62.33,5.0,6,11.56,19.78
52.51,36.02,2,3.01,5.24
73.62,8.75,3,3.6,10.82
73.69,5.0,3,14.86,16.21
83.22,15.47,5,19.38,23.34
89.24,82.1,4,5.42,15.11
74.11,5.0,2,14.49,13.66
100.0,26.59,6,3.9,16.14
78.36,20.88,7,1.84,19.72
69.8,62.0,4,1.89,11.59
50.83,5.0,4,4.09,11.57
71.06,34.33,1,4.64,4.92
69.95,34.19,3,2.9,8.77
89.4,33.18,2,10.76,14.18
81.94,85.59,5,2.78,11.99
57.31,51.96,7,1.6,15.85
77.58,5.0,6,0.04,11.89
85.07,19.11,4,17.63,17.84
97.92,15.22,3,8.7,12.9
88.31,11.14,3,4.78,13.78
86.41,18.01,5,8.88,17.06
75.9,14.54,7,8.31,17.33
80.82,16.99,3,13.43,16.7
93.74,116.27,6,2.44,18.09
55.01,5.0,4,4.05,10.29
69.76,76.62,5,0.52,13.96
63.41,19.63,4,16.81,19.41
80.69,29.32,3,21.04,20.82
93.45,53.19,8,7.78,20.44
66.05,13.41,5,3.03,10.77
39.15,16.89,8,3.43,13.42
68.82,15.8,3,2.86,8.65
88.7,14.09,6,1.74,13.99
83.06,77.92,5,3.75,14.4
81.42,52.97,4,0.27,11.02
70.8,5.0,5,24.07,25.76
55.81,5.0,3,2.76,8.24
82.73,16.75,1,13.11,12.4
62.49,5.0,5,6.44,11.2
100.0,28.96,3,1.71,14.18
83.56,5.0,6,1.26,11.92
66.29,22.17,5,27.22,23.73
65.83,5.0,1,7.39,9.62
73.61,11.42,6,1.44,13.96
71.41,33.92,1,0.35,8.28
91.75,19.85,9,5.97,22.48
77.8,114.87,6,1.8,15.58
64.03,62.17,4,1.25,12.43
100.0,13.35,2,6.64,13.28
75.74,5.0,3,5.69,10.22
86.53,56.05,4,3.28,14.35
65.88,72.65,6,14.29,20.32
80.45,51.55,2,5.69,10.57
79.67,5.0,2,11.19,12.88
46.66,120.0,3,1.06,8.79
100.0,8.98,4,1.76,11.38
94.36,38.64,1,0.55,8.62
69.04,71.59,3,1.82,7.76
58.47,8.06,3,17.84,14.88
80.21,71.66,2,16.46,17.45
76.3,11.11,7,7.14,17.96
80.34,112.41,2,3.68,12.22
77.87,9.91,8,7.59,20.39
82.59,92.01,5,4.03,13.18
96.71,5.0,7,0.02,15.52
83.52,37.06,1,3.48,8.84
59.26,22.79,2,4.57,8.98
95.44,19.5,4,1.54,11.17
99.61,7.59,4,1.14,11.26
100.0,36.68,8,1.6,17.57
58.15,6.35,1,4.89,4.97
78.64,24.15,2,0.79,5.54
43.77,8.76,3,6.37,10.6
83.3,93.45,5,2.75,13.29
66.78,5.0,5,2.18,12.88
100.0,6.68,2,8.23,11.33
63.38,8.32,3,3.53,7.6
49.66,16.04,7,2.38,13.83
67.93,7.95,4,10.53,17.93
45.37,20.28,8,2.3,15.61
86.27,61.78,4,9.79,17.21
44.02,37.35,3,3.51,9.33
75.43,26.02,5,1.17,10.18
43.83,5.0,7,4.74,17.32
70.2,35.52,5,1.68,12.07
99.65,5.46,3,0.8,8.01
80.41,46.3,5,0.45,11.75
62.05,8.63,3,1.38,8.13
74.53,16.19,6,6.67,17.46
75.27,12.95,1,9.1,9.01
82.09,58.73,6,9.89,22.96
54.5,5.0,4,1.57,8.19
83.89,25.02,1,5.41,9.73
34.43,5.0,1,1.31,1.0
65.55,36.6,3,4.87,10.64
67.68,70.64,4,10.91,16.57
84.5,17.11,4,0.21,8.94
75.34,20.09,5,21.07,24.39
53.92,78.69,3,8.77,13.55
60.23,22.08,8,7.17,18.49
77.98,20.06,5,5.88,15.31
73.81,25.91,8,7.35,18.91
66.31,35.06,4,26.1,24.83
67.79,5.0,3,7.35,13.17
85.44,51.63,3,2.17,11.28
67.23,17.15,4,4.76,12.94
73.68,5.0,3,2.05,7.08
100.0,46.28,5,17.54,24.24
53.64,14.19,2,11.52,11.53
47.22,5.0,4,4.19,12.08
86.75,30.14,6,7.6,18.76
64.82,63.64,2,12.02,14.83
70.23,65.61,4,1.4,9.73
63.28,94.86,5,4.33,13.03
71.1,60.68,7,3.29,20.08
98.98,5.0,2,7.38,9.44
87.03,14.35,4,2.38,10.14
87.93,51.2,3,6.17,12.9
53.76,13.68,3,2.58,8.77
57.73,27.61,7,0.59,13.33
32.41,27.97,8,0.57,15.29
62.86,13.63,2,0.63,8.04
89.35,70.45,10,0.17,20.7
82.75,20.99,4,3.81,11.99
71.68,18.75,6,5.57,15.65
74.67,120.0,3,0.68,9.83
64.67,20.41,2,4.73,6.39
78.07,5.89,3,4.55,11.23
86.49,21.59,6,0.8,15.23
50.76,50.46,3,2.59,8.94
79.49,45.0,6,7.04,13.84
88.99,46.62,4,0.08,10.41
68.77,36.93,1,0.79,7.31
85.51,8.8,6,27.4,24.96
100.0,59.43,4,6.61,16.34
73.43,67.17,1,3.12,7.18
80.9,6.48,2,4.97,9.61
63.93,5.0,6,9.36,15.93
77.72,111.4,4,9.24,14.66
81.9,60.82,6,1.96,17.24
77.92,67.11,3,3.38,12.43
59.7,65.25,3,5.08,12.08
78.1,23.41,4,0.37,11.84
96.93,31.19,2,14.58,16.41
81.73,23.65,3,2.83,11.81
89.43,5.0,1,2.32,6.22
71.44,41.05,3,11.88,16.76
86.25,21.12,4,0.63,12.91
79.19,31.3,1,0.2,6.65
60.74,20.95,3,5.78,10.34
79.78,20.31,1,2.43,5.21
60.12,5.65,4,7.23,13.06
65.51,9.8,4,0.36,12.14
77.84,5.19,8,2.42,15.45
79.46,6.53,5,1.34,13.78
57.16,108.33,5,6.73,14.82
90.81,5.0,3,1.29,9.19
83.58,9.41,5,3.06,11.6
64.43,26.79,5,8.54,14.31
51.94,28.26,2,12.35,13.21
72.83,5.02,3,6.41,12.59
68.31,47.36,3,2.8,10.46
76.7,46.14,5,4.24,13.47
69.55,8.13,3,5.85,9.38
44.89,10.22,4,10.39,13.7
69.17,83.41,4,10.97,15.79
70.42,52.4,4,13.37,17.39
84.5,35.9,5,8.32,16.0
64.53,5.0,3,0.79,7.76
100.0,16.25,3,6.88,13.45
46.33,24.58,5,8.43,14.97
94.67,6.23,7,10.51,22.43
71.64,17.84,7,12.94,20.34
87.89,27.57,4,3.56,13.45
76.2,11.9,2,5.32,12.37
92.09,45.55,5,0.05,13.75
69.19,55.06,5,4.25,15.75
58.52,11.73,4,3.2,9.79
96.31,54.73,4,16.39,18.84
73.3,5.0,5,11.6,16.81
78.32,54.55,4,7.99,14.74
93.52,5.0,1,0.29,8.01
59.52,5.0,4,2.57,9.25
83.93,30.8,3,5.95,12.05
66.15,19.16,6,0.15,14.31
73.02,71.54,4,1.34,11.84
76.08,13.54,5,10.92,16.98
52.5,10.15,4,0.7,9.5
63.32,20.84,2,0.26,4.95
95.27,18.26,3,4.34,10.02
88.29,12.67,3,14.64,14.06
74.06,35.5,5,9.0,16.6
78.65,42.76,9,18.4,28.72
70.59,57.52,4,7.0,15.14
95.35,108.2,5,2.88,17.22
71.99,9.3,6,14.65,22.26
78.48,37.77,6,2.78,15.16
92.19,15.04,6,2.15,14.84
63.34,33.91,4,2.97,13.43
98.38,19.39,11,8.41,24.9
52.04,120.0,6,12.49,18.08
99.44,39.16,3,2.21,10.72
69.41,91.41,1,3.1,7.36
71.36,54.05,8,11.43,22.26
46.65,69.96,1,0.24,3.84
68.18,50.53,6,7.66,17.64
59.4,18.44,2,3.03,6.94
65.89,8.7,3,2.36,10.96
72.94,13.88,7,2.96,14.07
89.37,5.0,4,2.71,11.7
78.11,22.27,3,7.07,11.81
79.62,21.1,9,13.15,24.75
58.57,22.35,2,3.38,9.38
61.79,109.53,2,8.94,12.78
100.0,72.73,3,6.58,13.81
63.97,5.29,3,2.01,9.83
99.84,13.81,3,4.43,13.2
71.35,16.55,6,5.5,15.99
75.03,13.41,6,0.12,13.62
91.06,48.06,10,2.52,22.58
94.08,22.27,2,24.56,17.89
73.34,25.47,3,5.07,10.6
69.18,57.52,1,2.03,7.5
74.16,49.19,3,1.44,9.31
80.07,5.0,3,1.18,8.74
88.37,37.54,5,2.57,14.39
75.06,17.15,3,1.07,9.67
84.28,10.47,3,0.73,9.95
99.58,5.0,2,2.26,8.01
80.72,20.04,3,4.67,9.08
79.67,13.18,2,0.79,8.81
52.22,8.69,7,0.23,12.26
35.54,35.59,2,0.18,4.24
80.83,44.02,7,1.56,14.7
73.58,8.42,5,1.05,13.57
67.28,5.0,5,3.87,13.2
78.65,56.67,2,3.04,9.91
74.09,5.0,1,1.96,7.3
91.92,82.99,6,8.97,19.4
76.29,29.64,5,3.52,15.09
63.8,11.65,4,0.48,7.83
89.85,8.49,5,1.75,11.38
71.74,5.0,5,18.12,18.52
82.9,8.05,4,18.86,20.34
67.84,5.0,2,1.47,7.97
65.25,28.42,4,0.92,9.48
76.26,5.47,5,3.42,12.77
75.19,22.56,4,3.28,13.68
82.2,26.76,4,2.64,10.83
70.97,10.62,2,3.77,9.05
47.45,5.0,2,1.32,5.09
68.51,5.0,3,0.61,9.96
86.91,5.0,5,4.23,14.98
70.54,40.31,1,13.49,10.34
71.3,11.48,3,0.74,8.24
89.8,47.73,5,6.1,12.72
64.32,16.95,1,2.88,7.79
51.86,18.1,3,1.74,11.34
72.59,21.58,6,9.59,14.51
67.74,37.45,1,3.05,4.89
60.51,9.59,3,4.38,10.12
72.37,5.0,4,2.93,11.14
82.37,24.36,1,0.42,5.62
74.86,11.88,7,4.52,14.09
79.6,17.53,4,2.71,12.11
100.0,31.23,1,0.45,8.58
69.86,20.44,8,4.53,22.37
79.18,29.05,3,0.05,10.93
67.36,23.57,2,1.17,5.4
62.3,40.39,5,7.6,15.07
66.23,36.72,3,0.19,9.41
67.82,22.92,11,5.2,21.84
80.39,34.08,6,14.95,22.23
100.0,62.04,3,0.94,12.06
64.26,16.98,3,2.7,11.2
68.75,15.97,6,4.28,16.05
74.05,43.35,2,2.99,9.35
80.94,26.21,3,4.84,10.45
78.95,5.0,7,2.59,13.89
94.26,66.8,4,0.8,12.56
38.6,5.0,7,0.47,12.14
39.2,41.4,5,6.82,13.1
67.56,42.66,2,1.36,9.45
91.46,91.8,3,9.4,17.36
51.52,5.0,5,6.79,11.7
29.89,27.25,7,0.25,12.26
83.57,16.75,5,1.12,11.87
78.65,12.04,9,1.73,18.97
58.65,5.0,2,4.51,4.87
60.22,24.81,5,8.3,12.88
60.45,19.56,5,0.31,10.83
76.66,5.0,6,1.44,14.81
65.61,28.44,1,2.36,6.55
82.41,40.18,5,1.01,13.8
32.18,43.74,3,3.94,9.1
62.15,70.73,3,3.25,12.33
58.11,15.8,3,1.9,10.85
71.15,91.77,6,3.64,14.77
66.93,60.17,3,2.2,11.27
86.97,10.55,3,2.1,10.84
47.11,5.21,5,1.54,14.47
75.68,17.15,2,3.89,7.82
83.38,15.42,2,2.94,8.72
100.0,25.72,2,1.09,7.43
67.77,26.27,3,0.07,6.9
79.87,41.59,3,0.82,10.17
47.94,21.39,7,0.22,13.67
39.12,5.0,4,2.82,10.26
87.67,58.62,3,1.28,11.28
74.92,11.12,3,2.73,9.44
92.68,106.52,4,2.0,13.04
54.4,5.0,4,3.86,9.28
82.8,95.28,3,6.43,12.39
100.0,5.0,1,3.26,8.13
81.3,7.88,4,0.32,10.65
79.15,5.0,1,0.09,6.65
75.13,36.63,4,1.2,11.88
51.44,56.97,6,2.77,16.24
95.33,17.08,1,0.23,5.21
65.84,79.15,4,1.99,11.25
82.57,26.77,1,10.9,10.2
51.55,29.83,5,0.47,12.73
57.31,56.01,3,14.83,14.96
96.53,10.56,5,9.71,19.09
69.79,13.12,6,8.91,19.34
96.8,70.92,4,9.96,17.62
73.83,69.37,7,0.42,16.0
47.37,112.5,2,0.82,7.71
88.38,69.63,5,0.72,12.96
66.15,5.0,4,0.59,9.03
85.48,52.07,3,1.99,10.41
75.38,15.82,4,8.87,17.2
51.85,120.0,6,1.45,12.76
77.46,19.18,5,1.4,12.7
100.0,24.21,4,5.63,15.29
82.39,22.64,1,0.51,5.83
74.14,11.65,4,2.23,11.64
91.13,5.0,4,1.75,9.26
78.16,67.8,5,9.4,19.22
78.14,48.69,5,3.61,15.72
58.63,5.0,6,5.2,14.47
78.51,44.99,3,0.69,8.2
90.53,29.49,8,13.22,24.82
62.46,15.79,5,1.95,10.14
96.37,8.79,5,6.14,14.03
73.62,58.93,3,15.46,16.81
61.68,36.14,3,3.55,12.24
89.96,23.8,4,3.54,13.63
70.7,28.22,3,0.62,7.85
86.39,5.0,2,2.47,6.12
70.62,19.27,3,9.57,13.2
74.1,6.46,6,0.73,13.55
82.4,7.01,4,12.48,16.37
79.36,32.48,5,5.5,17.47
45.07,72.66,8,2.73,16.63
58.18,15.51,2,3.95,4.72
88.94,6.99,8,0.82,16.36
73.02,31.39,6,1.23,14.47
67.14,61.48,7,1.69,16.31
54.62,41.39,3,2.43,8.87
58.8,60.92,1,12.36,11.12
44.67,23.07,7,2.29,11.26
73.48,41.81,3,3.71,10.85
66.02,5.0,3,0.88,7.82
60.5,12.84,2,6.66,9.94
73.98,14.81,4,4.11,12.74
80.46,21.48,3,2.9,12.19
100.0,79.38,2,14.7,15.24
52.32,62.21,6,11.07,16.25
92.39,5.0,4,5.39,12.54
89.6,5.69,2,12.74,12.84
63.31,13.28,2,4.16,7.23
78.05,10.31,7,8.77,21.13
68.14,28.62,3,2.63,9.92
77.79,69.92,7,0.45,18.74
97.64,98.34,3,25.71,23.87
84.08,31.81,3,0.91,7.93
82.63,54.63,1,1.45,6.05
68.55,22.35,6,0.89,14.78
52.74,7.01,2,2.06,5.08
71.87,22.31,2,1.71,8.66
93.1,24.3,5,4.6,14.32
52.09,40.7,4,28.22,22.0
59.17,7.45,5,0.27,12.8
76.89,13.78,4,7.54,12.96
60.23,13.58,7,0.68,12.84
63.11,96.15,2,0.1,7.69
68.65,17.61,4,5.09,11.51
54.52,42.21,2,10.33,14.92
60.39,41.69,6,0.97,14.79
85.55,9.26,10,2.09,19.59
55.39,25.45,2,0.92,5.94
51.03,67.42,3,11.85,11.07
65.55,19.34,7,1.58,15.09
85.98,87.08,1,2.94,7.6
72.05,7.24,11,11.26,25.98
68.03,5.0,4,4.02,8.55
75.67,66.62,4,13.5,17.61
48.81,56.45,6,13.05,21.45
82.42,120.0,4,3.1,13.75
80.75,34.13,3,4.37,10.13
68.86,82.79,5,1.31,12.95
90.09,52.63,5,23.3,24.44
58.09,55.82,7,1.63,18.44
91.92,25.26,5,7.65,15.84
77.32,14.46,5,1.88,10.74
69.95,81.8,6,1.88,14.83
74.7,16.98,2,0.55,7.59
73.39,23.22,5,4.1,14.45
93.3,17.72,5,1.4,14.3
58.85,24.96,5,0.8,14.19
63.56,19.07,5,1.29,10.75
90.54,5.0,5,1.45,11.8
66.07,64.12,3,3.51,7.84
88.51,17.63,3,2.44,11.43
100.0,26.67,4,0.39,10.31
68.97,5.0,1,3.84,8.29
85.22,5.0,6,7.75,16.48
57.69,8.44,1,4.27,9.25
86.32,36.58,1,18.35,13.45
77.99,5.0,3,0.52,10.28
82.1,71.87,4,8.61,16.96
65.32,7.26,2,3.52,8.94
50.08,6.87,3,3.69,7.29
82.55,6.01,4,3.66,12.85
44.05,5.0,5,1.97,10.96
70.24,44.33,4,1.96,8.49
89.12,62.39,4,5.0,16.33
77.88,28.57,5,0.23,11.47
100.0,6.26,6,4.44,18.55
90.38,10.08,4,6.45,13.81
65.19,19.38,2,2.2,9.16
75.41,92.6,5,1.23,12.14
74.29,8.52,5,1.2,12.28
51.27,39.46,3,0.43,8.15
60.89,17.37,3,0.47,7.58
66.59,10.61,3,0.91,7.16
44.46,18.26,2,0.1,0.98
75.71,5.0,3,1.55,7.87
71.26,48.09,5,1.83,13.83
49.91,8.36,5,26.72,21.4
81.06,38.77,1,23.95,16.39
85.74,5.0,4,1.04,8.74
78.41,93.1,1,1.2,7.88
70.14,6.43,5,3.39,11.47
83.87,64.3,6,0.81,16.5
85.2,49.74,4,3.51,13.94
79.61,103.13,1,2.55,8.77
62.63,19.5,5,1.96,12.39
79.15,38.99,4,8.65,13.79
92.93,13.89,2,8.8,11.14
66.05,6.11,4,22.07,21.51
100.0,17.56,2,1.26,10.29
67.12,5.44,5,10.96,17.48
75.49,120.0,5,3.86,14.5
64.91,5.0,4,4.48,10.98
78.35,26.69,5,11.33,16.13
48.87,29.54,2,14.29,14.23
66.81,23.17,10,6.49,19.03
58.62,32.56,3,2.14,5.74
77.03,5.0,1,3.36,4.11
89.92,24.29,7,4.77,14.57
84.69,10.16,3,8.82,15.35
39.43,84.49,1,5.36,8.74
100.0,43.07,7,2.27,15.56
79.43,107.82,4,2.71,12.96
63.35,5.0,2,0.26,8.58
77.36,10.07,4,12.9,17.24
77.64,6.52,5,0.46,14.89
65.0,5.0,4,4.34,11.33
77.97,8.33,4,10.27,14.19
65.89,34.07,1,2.73,5.11
68.93,7.88,3,8.05,12.14
64.71,21.34,4,8.14,15.07
53.51,65.63,3,0.31,8.57
77.19,35.5,4,2.66,11.24
83.78,15.06,1,5.87,10.76
82.72,13.98,5,2.74,14.03
87.3,18.25,3,3.94,10.97
79.87,5.85,7,4.51,15.7
67.01,30.15,3,0.82,8.38
87.59,13.58,3,2.65,11.14
54.64,57.39,6,0.14,11.59
61.49,42.39,4,0.81,8.34
60.54,28.29,2,3.59,7.57
91.2,13.59,3,4.26,11.34
89.14,7.07,7,0.79,17.52
82.31,44.9,1,7.05,8.15
91.08,19.99,6,2.33,15.39
61.81,7.64,7,12.67,19.64
80.23,6.51,6,2.45,14.0
73.12,5.42,5,0.81,13.96
87.7,45.04,8,7.09,20.8
73.27,7.8,3,4.19,9.02
69.23,22.44,2,2.44,9.39
83.11,18.02,3,2.2,11.28
88.14,26.0,3,0.82,8.25
64.97,62.9,3,2.08,8.05
74.08,60.69,3,0.15,9.91
59.12,17.99,5,3.49,12.45
37.53,5.0,1,11.35,8.43
78.01,16.68,4,7.93,15.73
84.13,27.96,2,0.14,6.86
78.93,24.48,3,10.65,14.81
45.76,31.61,4,3.01,12.08
69.74,5.02,8,1.06,15.59
41.72,31.2,2,6.98,6.35
95.55,6.05,4,1.95,11.25
58.71,41.65,4,1.46,10.64
93.83,12.42,6,0.88,15.84
89.19,37.13,5,3.33,13.46
61.49,5.0,2,0.49,8.99
58.01,15.72,4,7.7,11.06
80.26,36.63,5,3.18,13.96
62.34,7.72,2,2.96,7.37
76.54,47.58,4,0.01,12.65
67.76,29.89,7,8.52,16.43
48.28,26.57,3,3.39,9.69
41.54,13.09,2,2.9,6.38
78.4,19.76,5,7.16,17.63
66.58,27.29,3,0.32,7.2
66.7,19.19,4,2.28,11.42
85.44,35.95,3,4.29,10.26
92.6,17.06,3,3.09,11.24
70.91,6.78,8,1.0,15.61
69.89,7.22,4,1.78,9.93
82.5,5.0,4,1.78,8.12
54.65,10.74,5,24.12,23.09
78.35,41.46,2,1.97,6.97
83.28,47.42,3,1.15,8.35
85.2,6.79,2,8.65,9.36
45.95,95.86,1,2.73,5.18
63.58,20.94,5,2.93,13.25
61.83,74.66,3,3.98,11.5
76.5,36.8,5,4.53,15.2
82.21,38.45,4,4.46,11.44
97.45,5.0,6,0.18,14.37
67.58,7.45,7,8.54,17.35
67.54,5.0,4,1.08,11.43
92.25,37.78,5,1.73,14.25
79.45,12.67,1,0.95,5.17
94.01,46.34,2,7.29,13.68
79.33,12.42,4,4.38,13.13
57.64,51.33,9,7.04,18.68
55.0,5.0,3,5.3,7.48
51.73,5.71,4,0.55,6.94
84.93,12.51,7,1.79,18.33
92.83,15.75,3,3.54,9.65
100.0,12.86,5,1.82,16.44
87.65,43.27,1,1.16,5.58
92.44,5.0,2,10.19,11.04
66.3,12.98,1,6.89,9.79
57.65,54.46,5,2.12,13.74
87.75,5.0,2,7.24,11.93
81.27,85.6,6,4.94,17.97
76.61,120.0,3,0.02,9.14
80.81,5.0,5,2.39,14.07
79.85,10.33,4,1.72,11.38
94.26,13.98,2,1.23,8.01
94.42,44.94,3,1.45,10.84
83.16,27.18,3,14.27,17.84
87.69,31.02,1,3.33,8.65
82.71,42.5,5,9.41,13.81
68.08,5.0,2,1.21,8.43
86.35,53.73,5,0.96,14.41
54.08,36.69,3,10.98,12.74
90.81,25.84,4,3.42,12.86
57.08,66.15,3,11.28,14.26
79.29,36.15,5,0.33,9.26
62.32,6.76,6,12.41,17.83
83.3,16.85,7,2.68,15.74
74.49,20.44,4,0.84,10.25
51.08,5.0,3,5.75,9.22
81.31,92.79,1,7.97,12.09
66.33,5.0,1,0.24,3.81
88.22,35.87,3,21.79,21.77
75.02,21.17,4,5.97,14.01
80.93,5.0,6,1.94,16.14
60.64,77.61,2,0.82,10.34
66.16,57.28,4,2.49,14.12
68.12,22.29,4,1.25,8.62
87.85,7.8,4,3.41,12.74
100.0,5.0,5,7.61,15.31
62.92,13.55,3,5.4,15.49
91.15,8.85,1,2.86,8.56
42.45,21.2,4,0.63,10.92
57.09,101.81,6,15.75,22.08
60.62,25.67,4,1.58,6.29
54.71,66.2,10,1.63,18.48
51.25,31.57,2,5.19,7.65
81.19,19.34,6,7.36,16.48
71.79,57.85,9,20.72,28.95
80.69,19.12,3,17.4,18.3
85.36,60.89,7,12.25,17.97
78.98,10.34,3,2.86,9.69
84.87,5.0,3,0.91,8.55
73.96,58.0,5,4.39,16.43
57.2,26.56,3,0.09,8.73
90.87,65.97,5,1.09,13.41
66.16,83.34,3,0.01,9.54
60.97,5.0,1,1.0,2.6
72.33,20.85,4,3.22,12.57
61.31,14.1,5,2.5,11.46
68.74,29.49,5,2.3,11.37
80.16,47.34,9,8.89,24.71
80.23,9.88,6,5.62,16.4
61.53,24.41,2,13.78,12.37
67.68,37.0,3,2.95,9.07
91.11,5.0,7,1.59,16.48
82.45,50.47,3,0.65,10.22
100.0,27.95,5,5.57,15.8
92.7,89.6,1,9.22,10.43
92.16,12.44,2,1.02,6.74
54.18,5.0,2,10.55,9.94
86.46,21.19,8,3.74,18.25
74.2,5.0,8,0.78,16.12
66.74,104.73,5,5.15,14.92
77.52,5.0,4,3.67,11.62
89.18,42.01,6,0.14,17.05
82.51,22.34,3,2.55,11.55
61.82,13.8,7,7.68,19.44
86.14,5.0,3,4.05,11.61
65.44,29.2,8,1.66,16.7
78.25,26.4,6,13.2,20.57
70.45,9.89,5,1.36,12.2
71.72,72.31,4,1.46,12.73
86.49,10.88,4,2.19,10.14
59.4,17.92,4,11.25,15.98
100.0,23.54,3,3.54,11.91
47.68,5.0,4,5.73,8.62
66.03,80.72,1,18.7,15.63
80.55,14.08,2,7.65,9.13
83.76,5.0,2,0.95,6.94
73.49,14.7,7,7.76,18.06
74.14,27.5,4,6.9,11.35
81.16,21.62,5,1.32,12.5
71.53,35.58,3,1.97,9.76
95.9,5.0,3,6.19,13.61
87.59,10.04,4,1.36,10.55
88.09,51.32,2,1.17,9.26
60.51,5.0,7,6.08,16.5
73.81,58.03,4,10.63,15.34
70.49,5.0,4,0.39,7.3
59.92,53.96,4,2.95,11.2
80.4,13.43,5,4.67,15.2
66.94,28.42,1,5.64,6.74
84.83,5.0,5,27.86,25.43
58.95,5.0,5,5.74,13.29
100.0,7.3,5,4.84,16.7
61.56,5.0,5,22.89,22.15
78.29,11.24,4,0.31,10.69
86.88,21.67,4,0.39,10.89
66.44,26.66,6,4.11,14.08
87.79,46.8,2,2.22,7.58
56.56,32.03,4,0.51,9.19
96.78,28.15,1,1.83,8.31
75.21,15.92,2,5.61,10.02
66.05,19.26,3,10.63,15.66
70.51,16.06,1,0.5,6.96
87.13,55.39,3,3.88,13.58
66.23,7.84,4,1.76,7.27
63.76,5.0,4,5.5,14.39
71.68,31.61,3,3.99,11.0
57.35,6.79,7,13.07,20.63
100.0,66.25,4,0.19,13.54
66.5,58.78,5,3.17,13.42
87.47,5.0,3,1.07,7.89
78.14,5.0,4,3.85,14.09
60.23,20.51,3,9.61,11.5
74.91,28.19,8,12.11,20.79
86.76,9.64,2,2.54,8.42
72.18,37.85,6,8.35,16.84
92.9,27.11,5,1.65,13.43
90.32,11.78,5,0.03,12.08
88.78,5.0,1,9.66,12.87
68.11,41.61,6,0.64,14.11
58.8,7.25,3,0.09,6.32
65.8,53.96,2,2.18,7.2
77.94,16.36,5,2.39,12.28
83.19,25.82,1,0.4,5.71
42.43,61.89,1,8.41,8.09
74.88,59.77,3,2.6,8.89
77.37,13.93,4,3.37,12.22
70.84,7.03,3,1.54,8.24
94.37,44.77,3,3.58,10.33
81.33,17.03,4,7.28,14.72
94.65,6.4,1,11.83,13.53
71.76,70.44,2,17.62,16.2
89.06,6.62,3,2.78,13.13
99.53,5.0,3,23.04,24.4
94.68,5.0,4,1.75,12.44
58.62,29.21,4,0.04,8.73
71.19,32.51,5,7.3,15.65
69.82,11.18,1,0.98,3.83
82.34,11.57,6,0.27,12.14
85.3,12.44,2,12.89,11.39
62.42,34.2,7,7.85,17.17
76.02,5.0,4,0.54,8.31
44.7,79.4,2,7.5,11.24
96.63,7.55,3,9.29,12.98
67.31,120.0,7,11.79,22.17
75.84,5.64,5,3.92,14.47
70.36,44.29,2,6.08,12.05
92.19,7.59,3,7.18,12.3
32.44,5.0,5,5.83,12.59
74.75,62.37,3,5.2,12.39
73.41,58.72,1,3.97,10.04
68.2,15.5,6,3.26,15.47
100.0,36.36,8,27.77,33.44
61.69,24.43,6,2.06,11.02
86.58,57.51,2,0.46,7.52
80.34,11.35,5,7.24,16.87
93.92,22.25,5,1.2,14.04
64.99,19.93,2,3.8,8.3
64.01,13.1,4,0.5,8.96
91.44,66.62,3,4.83,13.78
81.38,5.44,4,14.41,14.4
51.83,5.0,1,6.41,8.57
66.91,25.81,4,1.21,10.52
80.8,32.14,8,17.73,24.71
87.57,6.49,6,1.83,15.16
64.81,14.86,6,2.87,13.34
31.29,87.88,4,3.45,10.8
82.85,8.5,1,23.4,17.41
56.7,33.11,3,0.36,9.18
44.74,40.43,6,5.97,15.13
32.52,17.83,5,2.25,7.68
87.21,83.19,3,0.41,8.36
76.93,40.03,8,13.67,21.72
71.62,18.37,6,4.46,15.8
95.84,25.27,3,7.0,14.05
84.56,35.39,3,1.37,12.51
99.24,26.91,7,7.17,17.97
54.11,63.28,8,8.82,22.13
74.48,13.24,2,2.82,5.45
50.75,10.7,3,4.24,9.36
71.56,7.22,6,17.86,21.99
71.27,5.0,2,9.38,11.7
84.4,5.0,5,2.94,12.81
75.68,61.22,2,5.46,10.71
84.35,34.03,5,7.67,14.27
